62;48;66;64
79;46;72;69
46;45;80;60
66;73;69;71
60;47;71;71
71;47;45;70
70;56;53;46
52;51;50;41
67;69;43;40
58;73;74;55
55;47;43;61
52;70;57;78
80;74;40;66
65;47;49;63
74;49;79;46
44;66;40;59
64;45;79;48
58;62;56;66
73;56;76;53
78;59;71;65
66;74;40;46
62;48;50;76
58;73;73;47
72;64;47;80
57;61;61;60
57;80;47;48
72;63;45;49
58;76;57;48
59;72;55;45
73;58;65;68
69;46;73;63
68;77;63;73
50;55;43;77
64;74;76;77
44;43;55;54
72;78;40;66
66;65;73;45
58;70;72;67
54;60;64;54
57;42;47;52
75;42;40;55
62;51;61;66
48;62;62;71
59;74;68;51
50;51;65;75
72;48;75;52
59;72;52;79
45;69;61;64
58;72;57;65
74;68;75;77
62;78;55;61
70;52;73;62
50;68;74;70
57;44;44;42
58;50;74;75
74;72;59;45
62;74;77;49
46;45;80;66
57;58;46;40
41;67;41;70
65;54;50;45
73;42;70;69
51;51;60;48
64;78;79;46
66;78;48;50
53;74;47;67
75;67;75;48
79;42;64;68
52;43;68;59
69;73;40;50
42;46;66;50
48;66;72;52
53;75;42;73
64;47;45;62
69;49;64;55
62;80;40;46
76;53;48;50
68;63;55;58
62;74;67;53
65;80;75;63
80;57;45;48
41;73;72;78
63;52;41;76
42;63;77;66
51;42;80;71
54;40;49;54
47;57;65;78
60;51;57;61
69;50;69;61
53;73;40;69
79;42;64;76
42;44;66;47
64;45;55;79
77;57;46;47
43;40;63;60
63;41;52;49
76;51;71;46
73;63;42;64
69;78;51;57
76;54;63;48
64;62;58;63
78;46;55;52
57;70;51;71
42;56;65;78
67;65;69;64
47;63;65;49
69;68;46;49
68;70;58;55
54;43;41;51
73;59;72;61
57;68;74;42
48;74;76;69
66;54;45;65
60;51;63;61
73;80;49;61
49;70;50;60
40;59;65;40
47;50;70;57
63;63;43;45
76;61;58;43
45;40;44;75
75;41;73;60
73;69;46;41
70;67;57;76
56;79;57;57
49;80;54;54
53;71;77;64
79;66;59;71
74;42;68;51
80;57;53;57
67;79;60;64
43;57;57;41
67;64;52;78
50;59;68;54
40;70;55;56
79;50;42;78
78;66;56;66
78;75;46;73
66;54;50;61
77;74;75;42
50;69;69;58
59;63;73;49
45;46;79;48
80;53;41;57
63;52;71;63
80;76;51;72
60;57;56;40
56;71;49;61
75;41;52;80
77;71;75;46
80;43;71;54
71;46;59;69
59;40;77;70
56;75;65;80
52;60;58;61
79;77;51;58
42;79;48;53
75;52;53;52
63;52;64;74
50;68;54;74
47;59;62;75
56;66;78;79
68;73;80;79
52;47;44;70
66;58;40;66
64;54;65;78
72;80;51;71
78;72;53;72
47;74;58;55
58;43;57;80
45;68;65;73
74;58;54;55
70;74;56;61
68;56;58;58
62;67;40;54
46;43;69;44
72;50;46;64
48;79;80;56
62;76;62;70
64;65;40;63
66;43;71;47
78;62;46;52
53;76;66;62
53;54;42;41
80;61;71;49
67;76;56;64
75;74;56;49
74;44;49;79
79;51;75;65
43;59;42;43
72;62;61;44
50;40;63;79
77;70;46;49
56;53;58;56
60;44;47;48
77;48;50;60
79;66;73;65
57;52;45;76
69;80;49;56
69;45;54;70
61;46;50;76
61;80;60;44
40;59;70;42
55;48;72;58
56;41;46;57
49;42;72;62
77;69;44;49
60;79;47;45
61;61;75;51
49;69;73;49
53;80;55;54
50;79;49;53
